,Date,AddressAccuracy,Latitude,Longitude,NumMosquitos,WnvPresent,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Station,Tmax,Tmin,Tavg,DewPoint,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Station,Tmax,Tmin,Tavg,DewPoint,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
34,6/5/2007,8,41.867108,-87.654224,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
35,6/5/2007,8,41.867108,-87.654224,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
36,6/5/2007,8,41.867108,-87.654224,2,0,0,1,0,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
37,6/5/2007,8,41.896282,-87.655232,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
38,6/5/2007,8,41.919343,-87.694259,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
39,6/5/2007,8,41.919343,-87.694259,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
40,6/5/2007,8,41.921965,-87.632085,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
41,6/5/2007,8,41.688324,-87.676709,4,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
42,6/5/2007,9,41.720848,-87.666014,2,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
43,6/5/2007,8,41.731922,-87.677512,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
44,6/5/2007,8,41.731922,-87.677512,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
45,6/5/2007,8,41.731922,-87.677512,1,0,0,1,0,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
46,6/5/2007,8,41.999129,-87.795585,2,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
47,6/5/2007,8,41.999129,-87.795585,9,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
48,6/5/2007,8,41.907645,-87.760886,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
49,6/5/2007,8,41.732984,-87.649642,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
50,6/5/2007,8,41.981964,-87.812827,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
51,6/5/2007,8,41.944869,-87.832763,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
52,6/5/2007,8,42.011601,-87.811506,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
53,6/5/2007,9,41.94983,-87.698457,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
54,6/5/2007,9,41.979243,-87.750938,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
55,6/5/2007,9,41.986921,-87.689778,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
56,6/5/2007,9,41.801498,-87.763416,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
57,6/5/2007,9,41.906638,-87.701431,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
58,6/5/2007,5,41.723195,-87.64997,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
59,6/5/2007,9,41.868077,-87.666901,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
60,6/5/2007,9,41.868077,-87.666901,7,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
61,6/5/2007,8,41.869216,-87.627561,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
62,6/5/2007,8,41.662014,-87.724608,2,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
63,6/5/2007,8,41.662014,-87.724608,4,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
64,6/5/2007,8,41.662014,-87.724608,1,0,0,1,0,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
65,6/5/2007,9,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
66,6/5/2007,9,41.961743,-87.76007,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
67,6/5/2007,8,41.953067,-87.776792,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
68,6/5/2007,8,41.953067,-87.776792,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
69,6/5/2007,3,41.878114,-87.629798,3,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
70,6/5/2007,9,41.958271,-87.702575,1,0,0,0,1,0,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
71,6/5/2007,9,41.958271,-87.702575,2,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
72,6/5/2007,8,41.932094,-87.700117,1,0,0,0,0,1,0,0,0,1.000510672,84.79732195,57.51432895,71.2620085,54.87684392,0.162658578,6.391473384,29.41041002,30.1313627,5.744753245,16.745274,6.48765434,2.001021345,84.23873474,62.01634572,73.48088797,56.13288828,0.11159135,8.559285619,29.46407622,30.1143576,5.66953416,14.75781385,7.082247518
