,Date,AddressAccuracy,Latitude,Longitude,NumMosquitos,WnvPresent,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Station,Tmax,Tmin,Tavg,DewPoint,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Station1,Tmax1,Tmin1,Tavg1,DewPoint1,Heat1,Cool1,StnPressure1,SeaLevel1,ResultSpeed1,ResultDir1,AvgSpeed1
34,6/5/2007,8,41.867108,-87.654224,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
35,6/5/2007,8,41.867108,-87.654224,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
36,6/5/2007,8,41.867108,-87.654224,2,0,0,1,0,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
37,6/5/2007,8,41.896282,-87.655232,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
38,6/5/2007,8,41.919343,-87.694259,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
39,6/5/2007,8,41.919343,-87.694259,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
40,6/5/2007,8,41.921965,-87.632085,3,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
41,6/5/2007,8,41.688324,-87.676709,4,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
42,6/5/2007,9,41.720848,-87.666014,2,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
43,6/5/2007,8,41.731922,-87.677512,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
44,6/5/2007,8,41.731922,-87.677512,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
45,6/5/2007,8,41.731922,-87.677512,1,0,0,1,0,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
46,6/5/2007,8,41.999129,-87.795585,2,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
47,6/5/2007,8,41.999129,-87.795585,9,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
48,6/5/2007,8,41.907645,-87.760886,3,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
49,6/5/2007,8,41.732984,-87.649642,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
50,6/5/2007,8,41.981964,-87.812827,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
51,6/5/2007,8,41.944869,-87.832763,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
52,6/5/2007,8,42.011601,-87.811506,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
53,6/5/2007,9,41.94983,-87.698457,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
54,6/5/2007,9,41.979243,-87.750938,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
55,6/5/2007,9,41.986921,-87.689778,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
56,6/5/2007,9,41.801498,-87.763416,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
57,6/5/2007,9,41.906638,-87.701431,3,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
58,6/5/2007,5,41.723195,-87.64997,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
59,6/5/2007,9,41.868077,-87.666901,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
60,6/5/2007,9,41.868077,-87.666901,7,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
61,6/5/2007,8,41.869216,-87.627561,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
62,6/5/2007,8,41.662014,-87.724608,2,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
63,6/5/2007,8,41.662014,-87.724608,4,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
64,6/5/2007,8,41.662014,-87.724608,1,0,0,1,0,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
65,6/5/2007,9,41.961743,-87.76007,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
66,6/5/2007,9,41.961743,-87.76007,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
67,6/5/2007,8,41.953067,-87.776792,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
68,6/5/2007,8,41.953067,-87.776792,3,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
69,6/5/2007,3,41.878114,-87.629798,3,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
70,6/5/2007,9,41.958271,-87.702575,1,0,0,0,1,0,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
71,6/5/2007,9,41.958271,-87.702575,2,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
72,6/5/2007,8,41.932094,-87.700117,1,0,0,0,0,1,0,0,0,1.000510672,66.86266698,50.74727957,59.26424874,51.27865054,6.304596051,0.53565109,29.03796515,29.73475875,5.777551225,12.14806064,7.983316918,2.001021345,66.31936352,53.34736923,59.87743865,50.3485622,5.81423858,0.658483534,29.09755957,29.72412318,6.500926986,10.44652862,8.459436159
